product_name,release_year,market_tier_bracket,chipset,storage_gb,ram_gb,storage_type,display_size_inches,display_ppi,display_tech,display_refresh_rate_hz,brightness_nits,battery_capacity_mah,wired_charging_power,has_wireless_charging,rear_main_camera_megapixels,has_ultrawide,has_macro,has_telephoto,has_periscope,aperture,IP_Rating,is_dustproof,is_waterproof,has_optical_image_stabilization,front_camera_megapixels,video_resolution_options,fps,weight_grams,thickness_mm,form_factor,max_network_generation,operating_system,operating_system_version,back_panel_material,chassis_frame_material,HDR_status,rear_camera_count,nano_sim,has_esim_support,display_protection_tier,chipset_score,score_performance_hardware,score_camera_system,score_display,score_design_build_quality,score_battery_charging,score_software_os_connectivity_features,score_overall
Xiaomi 17 Pro,2025,Flagship,Snapdragon 8 Elite Gen 5,512,12,UFS 4.1,6.3,464,LTPO AMOLED,120,1400,6300,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,50,4320,30,192,8,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,97,88.75,85.43,85.91,79.46,92.73,98,88.11
Xiaomi 17 Ultra,2026,Flagship,Snapdragon 8 Elite Gen 5,512,16,UFS 4.1,6.9,416,LTPO AMOLED,120,1400,6000,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68/IP69,TRUE,TRUE,TRUE,50,4320,30,218.4,8.3,bar,5G,Android,16,"Eco-Leather, Plastic",Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,97,93.04,85.43,83.03,77.78,89.09,100,88.09
vivo iQOO 15,2025,Flagship,Snapdragon 8 Elite Gen 5,256,12,UFS 4.1,6.85,508,LTPO AMOLED,144,2600,7000,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,32,4320,30,215,8.1,bar,5G,Android,16,Plastic,Aluminum,Dolby Vision,3,2,TRUE,none_generic,97,86.17,82.12,100,64.01,92.73,98,88.08
vivo iQOO 15 Ultra,2026,Flagship,Snapdragon 8 Elite Gen 5,512,16,UFS 4.1,6.85,508,AMOLED,144,2600,7400,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,32,4320,30,227,8.7,bar,5G,Android,16,Unknown,Unknown,Dolby Vision,3,2,TRUE,none_generic,97,93.04,82.12,93.25,58.36,92.73,100,88.08
Xiaomi 17 Max,2026,Flagship,Snapdragon 8 Elite Gen 5,256,16,UFS 4.1,6.9,420,LTPO AMOLED,120,1400,8000,100,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,32,4320,30,219,8.2,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,none_generic,97,90.46,89.55,83.27,69.83,92.73,100,88.07
Xiaomi Poco F7 Ultra,2025,Flagship,Snapdragon 8 Elite (Gen 4),512,16,UFS 4.1,6.67,526,AMOLED,120,1800,5300,120,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,32,4320,24,212,8.4,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,91,89.44,90.08,84.75,76.91,89.5,96.29,88.07
Xiaomi 15 Pro,2024,Flagship,Snapdragon 8 Elite (Gen 4),1024,16,UFS 4.0,6.73,522,LTPO AMOLED,120,1280,6100,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,IP68,TRUE,TRUE,TRUE,32,4320,30,213,8.4,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,3,2,TRUE,none_generic,91,94.6,90.38,87.04,61.38,89.09,94.29,88.06
Xiaomi Poco F8 Ultra,2025,Flagship,Snapdragon 8 Elite Gen 5,512,16,UFS 4.1,6.9,416,AMOLED,120,2000,6500,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,32,4320,30,218,7.9,bar,5G,Android,16,"Eco-Leather, Plastic",Aluminum,Dolby Vision,3,2,TRUE,premium_branded,97,93.04,85.43,81.42,76.64,92.73,98,88
Xiaomi Redmi K80 Pro,2024,Flagship,Snapdragon 8 Elite (Gen 4),512,16,UFS 4.0,6.67,526,OLED,120,1800,6000,120,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,20,4320,24,212,8.4,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,3,2,TRUE,ultra_premium,91,89.44,85.63,84.75,70.96,100,94.29,87.96
Honor Magic7 Pro,2024,Flagship,Snapdragon 8 Elite (Gen 4),512,16,UFS 4.0,6.8,453,LTPO OLED,120,1600,5850,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,223,8.8,bar,5G,Android,15,Glass,Unknown,Dolby Vision,3,2,TRUE,ultra_premium,91,89.44,89.46,86.97,72.3,90.48,94.29,87.88
Honor Magic8,2025,Flagship,Snapdragon 8 Elite Gen 5,512,16,UFS 4.0,6.58,461,LTPO OLED,120,1800,7000,90,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,205,8,bar,5G,Android,16,Unknown,Unknown,Dolby Vision,3,2,TRUE,standard_branded,97,93.04,84.21,89.16,67.59,89.09,98,87.86
vivo X300 Ultra,2026,Flagship,Snapdragon 8 Elite Gen 5,512,12,UFS 4.1,6.82,510,LTPO AMOLED,144,600,6600,100,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,50,4320,30,232,8.2,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,97,88.75,86.25,83.71,77.75,92.73,100,87.86
Xiaomi 17T Pro,2026,Mid-Range,Dimensity 9500,512,12,UFS 4.1,6.83,447,AMOLED,144,2000,7000,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,32,4320,30,219,8.3,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,96,88.15,85.43,85.78,76.3,92.73,100,87.82
vivo X300,2025,Flagship,Dimensity 9500,512,12,UFS 4.1,6.31,461,LTPO AMOLED,120,1800,6040,90,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.7,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,190,8,bar,5G,Android,16,Glass,Aluminum,HDR10+,3,2,TRUE,none_generic,96,88.15,88.63,86.91,74.57,89.09,98,87.77
OnePlus 13,2024,Flagship,Snapdragon 8 Elite (Gen 4),512,12,UFS 4.0,6.82,510,LTPO 4.1 AMOLED,120,1600,6000,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,32,4320,30,210,8.5,bar,5G,Android,15,"Eco-Leather, Glass",Aluminum,Dolby Vision,3,2,TRUE,premium_branded,91,85.15,87.08,89.79,77.45,92.73,94.29,87.75
Oppo Find X9 Pro,2025,Flagship,Dimensity 9500,512,12,UFS 4.1,6.78,450,LTPO AMOLED,120,1800,7500,80,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,224,8.3,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,96,88.15,87.81,88.5,78.23,85.45,98,87.74
Honor Win,2026,Mid-Range,Snapdragon 8 Elite Gen 5,1024,16,UFS 4.1,6.83,450,AMOLED,185,2000,10000,100,TRUE,50,TRUE,FALSE,TRUE,FALSE,2,IP68/IP69K,TRUE,TRUE,TRUE,50,2160,60,229,8.3,bar,5G,Android,16,Unknown,Unknown,HDR Vivid,3,2,TRUE,none_generic,97,98.2,82.56,83.71,59.51,92.73,100,87.66
Xiaomi 17 Max,2026,Flagship,Snapdragon 8 Elite Gen 5,512,12,UFS 4.1,6.9,420,LTPO AMOLED,120,1400,8000,100,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,32,4320,30,219,8.2,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,none_generic,97,88.75,89.55,83.27,69.83,92.73,100,87.64
Oppo Find N6,2026,Flagship,Snapdragon 8 Elite Gen 5,512,16,UFS 4.1,8.12,412,Foldable LTPO OLED,120,1800,6000,80,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.8,IP58/IP59,TRUE,TRUE,TRUE,20,2160,60,225,4.2,fold,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,none_generic,97,93.04,82.54,86.22,77.79,85.45,100,87.61
vivo X300 Pro,2025,Flagship,Dimensity 9500,256,12,UFS 4.1,6.78,452,LTPO AMOLED,120,1800,6510,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,50,4320,30,226,8,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,96,85.57,87.08,88.62,79.02,89.09,98,87.6
Xiaomi 15 Ultra,2025,Flagship,Snapdragon 8 Elite (Gen 4),512,16,UFS 4.1,6.73,522,LTPO AMOLED,120,1280,5410,90,TRUE,50,TRUE,FALSE,TRUE,TRUE,1.6,IP68,TRUE,TRUE,TRUE,32,4320,30,226,9.4,bar,5G,Android,15,"Eco-Leather, Plastic",Aluminum,Dolby Vision,4,2,TRUE,ultra_premium,91,89.44,94.08,87.04,72.8,80.24,96.29,87.53
Honor Magic8 Pro Air,2026,Flagship,Dimensity 9500,1024,16,UFS,6.31,461,LTPO OLED,120,1800,5500,80,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,155,6.1,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,none_generic,96,90.85,86.16,89.16,80.5,77.95,100,87.52
Xiaomi 15S Pro,2025,Mid-Range,Xring O1,1024,16,UFS 4.1,6.73,521,LTPO AMOLED,120,1280,6100,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,IP68,TRUE,TRUE,TRUE,32,4320,24,216,8.3,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,3,2,TRUE,none_generic,86,91.6,90.38,87.04,61.32,89.09,96.29,87.51
Samsung Galaxy S26 Ultra,2026,Flagship,Snapdragon 8 Elite Gen 5,1024,16,UFS 4.x,6.9,500,Dynamic LTPO AMOLED 2X,120,1040,5000,60,TRUE,200,TRUE,FALSE,TRUE,TRUE,1.4,IP68,TRUE,TRUE,TRUE,12,4320,30,214,7.9,bar,5G,Android,16,Glass,Aluminum,HDR10+,4,2,TRUE,ultra_premium,97,98.2,94.09,82.74,81.05,63.18,100,87.5
Xiaomi 17 Pro,2025,Flagship,Snapdragon 8 Elite Gen 5,256,12,UFS 4.1,6.3,464,LTPO AMOLED,120,1400,6300,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,50,4320,30,192,8,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,97,86.17,85.43,85.91,79.46,92.73,98,87.47
vivo iQOO 15 Ultra,2026,Flagship,Snapdragon 8 Elite Gen 5,256,16,UFS 4.1,6.85,508,AMOLED,144,2600,7400,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,32,4320,30,227,8.7,bar,5G,Android,16,Unknown,Unknown,Dolby Vision,3,2,TRUE,none_generic,97,90.46,82.12,93.25,58.36,92.73,100,87.43
Oppo Find X9,2025,Flagship,Dimensity 9500,512,16,UFS 4.1,6.59,460,AMOLED,120,1800,7025,80,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,32,2160,60,203,8,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,96,92.44,86.16,82.35,79.59,85.45,98,87.39
Xiaomi 15,2024,Flagship,Snapdragon 8 Elite (Gen 4),1024,16,UFS 4.0,6.36,460,LTPO AMOLED,120,1280,5240,90,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,32,4320,30,189,8.1,bar,5G,Android,15,Unknown,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,91,94.6,90.08,84.64,76.89,77.69,94.29,87.37
OnePlus 15T,2026,Mid-Range,Snapdragon 8 Elite Gen 5,512,16,UFS 4.1,6.32,460,AMOLED,165,1800,7500,100,TRUE,50,FALSE,FALSE,TRUE,FALSE,1.8,IP68/IP69K,TRUE,TRUE,TRUE,16,4320,30,194,8.4,bar,5G,Android,16,Plastic,Aluminum,Dolby Vision,2,2,TRUE,ultra_premium,97,93.04,78.35,84.85,75.3,92.73,100,87.34
OnePlus Ace 6 Ultra,2026,Mid-Range,Dimensity 9500,1024,16,UFS 4.1,6.78,450,AMOLED,165,1800,8600,120,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69K,TRUE,TRUE,TRUE,16,2160,60,217,8.5,bar,5G,Android,16,"Eco-Leather, Glass",Aluminum,Dolby Vision,2,2,TRUE,ultra_premium,96,97.6,76.93,84.25,79.1,85,100,87.3
Xiaomi Redmi K90 Pro Max,2025,Flagship,Snapdragon 8 Elite Gen 5,512,16,UFS 4.1,6.9,416,AMOLED,120,1400,7560,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,32,4320,30,218,7.9,bar,5G,Android,16,"Eco-Leather, Plastic",Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,97,93.04,85.43,76.28,79.27,92.73,98,87.24
Motorola Signature,2026,Flagship,Snapdragon 8 Gen 5,512,12,UFS 4.1,6.8,446,LTPO AMOLED,165,2480,5200,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,50,4320,30,186,7,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,86,82.15,87.08,96.59,83.86,77.09,100,87.22
vivo X300 Ultra,2026,Flagship,Snapdragon 8 Elite Gen 5,256,12,UFS 4.1,6.82,510,LTPO AMOLED,144,600,6600,100,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,50,4320,30,232,8.2,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,97,86.17,86.25,83.71,77.75,92.73,100,87.22
Xiaomi 17T Pro,2026,Mid-Range,Dimensity 9500,256,12,UFS 4.1,6.83,447,AMOLED,144,2000,7000,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,32,4320,30,219,8.3,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,96,85.57,85.43,85.78,76.3,92.73,100,87.17
Xiaomi 17 Pro Max,2025,Flagship,Snapdragon 8 Elite Gen 5,512,12,UFS 4.1,6.9,416,LTPO AMOLED,120,1400,7500,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,50,4320,30,219,8,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,97,88.75,85.43,83.03,75.71,92.73,98,87.16
vivo X300,2025,Flagship,Dimensity 9500,256,12,UFS 4.1,6.31,461,LTPO AMOLED,120,1800,6040,90,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.7,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,190,8,bar,5G,Android,16,Glass,Aluminum,HDR10+,3,2,TRUE,none_generic,96,85.57,88.63,86.91,74.57,89.09,98,87.12
OnePlus 13,2024,Flagship,Snapdragon 8 Elite (Gen 4),256,12,UFS 4.0,6.82,510,LTPO 4.1 AMOLED,120,1600,6000,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,32,4320,30,210,8.5,bar,5G,Android,15,"Eco-Leather, Glass",Aluminum,Dolby Vision,3,2,TRUE,premium_branded,91,82.57,87.08,89.79,77.45,92.73,94.29,87.1
Oppo Find X9 Pro,2025,Flagship,Dimensity 9500,256,12,UFS 4.1,6.78,450,LTPO AMOLED,120,1800,7500,80,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.5,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,224,8.3,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,96,85.57,87.81,88.5,78.23,85.45,98,87.09
Xiaomi 17 Max,2026,Flagship,Snapdragon 8 Elite Gen 5,256,12,UFS 4.1,6.9,420,LTPO AMOLED,120,1400,8000,100,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,32,4320,30,219,8.2,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,none_generic,97,86.17,89.55,83.27,69.83,92.73,100,87
vivo X300s,2026,Flagship,Dimensity 9500,512,16,UFS 4.1,6.78,452,LTPO AMOLED,144,600,7100,90,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.7,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,217,8,bar,5G,Android,16,Glass,Aluminum,HDR10+,3,2,TRUE,none_generic,96,92.44,88.63,78.58,70.82,89.09,100,87
Oppo Find X9s Pro,2026,Flagship,Dimensity 9500,1024,16,UFS 4.1,6.32,460,AMOLED,144,720,7025,80,TRUE,200,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,32,4320,30,198,8.4,bar,5G,Android,16,Unknown,Unknown,Dolby Vision,3,2,TRUE,none_generic,96,97.6,91.2,75.59,63.46,85.45,100,86.92
Xiaomi Redmi K80 Pro,2024,Flagship,Snapdragon 8 Elite (Gen 4),512,12,UFS 4.0,6.67,526,OLED,120,1800,6000,120,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,20,4320,24,212,8.4,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,3,2,TRUE,ultra_premium,91,85.15,85.63,84.75,70.96,100,94.29,86.89
Honor Magic V6,2026,Flagship,Snapdragon 8 Elite Gen 5,1024,16,UFS 4.1,7.95,403,Foldable LTPO2 AMOLED,120,2000,6660,80,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,20,2160,60,219,4,fold,5G,Android,16,Unknown,Unknown,Unknown,3,2,TRUE,ultra_premium,97,98.2,81.71,72.39,86.5,85.45,100,86.84
Honor Magic7 Pro,2024,Flagship,Snapdragon 8 Elite (Gen 4),512,12,UFS 4.0,6.8,453,LTPO OLED,120,1600,5850,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,223,8.8,bar,5G,Android,15,Glass,Unknown,Dolby Vision,3,2,TRUE,ultra_premium,91,85.15,89.46,86.97,72.3,90.48,94.29,86.8
vivo iQOO 15T,2026,Flagship,Dimensity 9500,1024,16,UFS 4.1,6.82,510,LTPO AMOLED,144,1800,8000,100,FALSE,200,TRUE,FALSE,FALSE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,16,4320,30,216,8.3,bar,5G,Android,16,Plastic,Aluminum,HDR10+,2,2,TRUE,none_generic,96,97.6,80.32,91.75,63.15,77.73,100,86.79
Honor Magic8,2025,Flagship,Snapdragon 8 Elite Gen 5,512,12,UFS 4.0,6.58,461,LTPO OLED,120,1800,7000,90,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,205,8,bar,5G,Android,16,Unknown,Unknown,Dolby Vision,3,2,TRUE,standard_branded,97,88.75,84.21,89.16,67.59,89.09,98,86.78
Xiaomi 15 Pro,2024,Flagship,Snapdragon 8 Elite (Gen 4),512,16,UFS 4.0,6.73,522,LTPO AMOLED,120,1280,6100,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,IP68,TRUE,TRUE,TRUE,32,4320,30,213,8.4,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,3,2,TRUE,none_generic,91,89.44,90.38,87.04,61.38,89.09,94.29,86.77
Oppo Find X9,2025,Flagship,Dimensity 9500,256,16,UFS 4.1,6.59,460,AMOLED,120,1800,7025,80,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,32,2160,60,203,8,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,96,89.86,86.16,82.35,79.59,85.45,98,86.74
OnePlus 15T,2026,Mid-Range,Snapdragon 8 Elite Gen 5,256,16,UFS 4.1,6.32,460,AMOLED,165,1800,7500,100,TRUE,50,FALSE,FALSE,TRUE,FALSE,1.8,IP68/IP69K,TRUE,TRUE,TRUE,16,4320,30,194,8.4,bar,5G,Android,16,Plastic,Aluminum,Dolby Vision,2,2,TRUE,ultra_premium,97,90.46,78.35,84.85,75.3,92.73,100,86.69
Motorola Signature,2026,Flagship,Snapdragon 8 Gen 5,256,12,UFS 4.1,6.8,446,LTPO AMOLED,165,2480,5200,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,50,4320,30,186,7,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,86,79.57,87.08,96.59,83.86,77.09,100,86.58
vivo X300 FE,2026,Flagship,Snapdragon 8 Gen 5,512,12,UFS 4.1,6.31,461,LTPO AMOLED,120,2000,6500,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,50,4320,30,190.2,8.2,bar,5G,Android,16,Glass,Aluminum,HDR10+,3,2,TRUE,none_generic,86,82.15,87.08,88.62,73.83,89.09,100,86.42
OnePlus Ace 6,2025,Mid-Range,Snapdragon 8 Elite (Gen 4),1024,16,UFS 4.1,6.83,450,AMOLED,165,1800,7800,120,FALSE,50,TRUE,FALSE,FALSE,FALSE,1.8,IP68/IP69K,TRUE,TRUE,TRUE,16,2160,60,213,8.3,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,2,2,TRUE,ultra_premium,91,94.6,76.93,84.25,79.76,85,98,86.41
Honor Win,2026,Mid-Range,Snapdragon 8 Elite Gen 5,512,16,UFS 4.1,6.83,450,AMOLED,185,2000,10000,100,TRUE,50,TRUE,FALSE,TRUE,FALSE,2,IP68/IP69K,TRUE,TRUE,TRUE,50,2160,60,229,8.3,bar,5G,Android,16,Unknown,Unknown,HDR Vivid,3,2,TRUE,none_generic,97,93.04,82.56,83.71,59.51,92.73,100,86.37
Xiaomi Poco F7 Ultra,2025,Flagship,Snapdragon 8 Elite (Gen 4),256,12,UFS 4.1,6.67,526,AMOLED,120,1800,5300,120,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,32,4320,24,212,8.4,bar,5G,Android,15,Glass,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,91,82.57,90.08,84.75,76.91,89.5,96.29,86.35
Oppo Find X9,2025,Flagship,Dimensity 9500,512,12,UFS 4.1,6.59,460,AMOLED,120,1800,7025,80,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,32,2160,60,203,8,bar,5G,Android,16,Glass,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,96,88.15,86.16,82.35,79.59,85.45,98,86.32
Xiaomi Poco F8 Ultra,2025,Flagship,Snapdragon 8 Elite Gen 5,256,12,UFS 4.1,6.9,416,AMOLED,120,2000,6500,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,32,4320,30,218,7.9,bar,5G,Android,16,"Eco-Leather, Plastic",Aluminum,Dolby Vision,3,2,TRUE,premium_branded,97,86.17,85.43,81.42,76.64,92.73,98,86.29
OnePlus 15T,2026,Mid-Range,Snapdragon 8 Elite Gen 5,512,12,UFS 4.1,6.32,460,AMOLED,165,1800,7500,100,TRUE,50,FALSE,FALSE,TRUE,FALSE,1.8,IP68/IP69K,TRUE,TRUE,TRUE,16,4320,30,194,8.4,bar,5G,Android,16,Plastic,Aluminum,Dolby Vision,2,2,TRUE,ultra_premium,97,88.75,78.35,84.85,75.3,92.73,100,86.27
Xiaomi Redmi K80 Pro,2024,Flagship,Snapdragon 8 Elite (Gen 4),256,12,UFS 4.0,6.67,526,OLED,120,1800,6000,120,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,20,4320,24,212,8.4,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,3,2,TRUE,ultra_premium,91,82.57,85.63,84.75,70.96,100,94.29,86.24
Honor Magic8 Pro Air,2026,Flagship,Dimensity 9500,512,16,UFS,6.31,461,LTPO OLED,120,1800,5500,80,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.6,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,155,6.1,bar,5G,Android,16,Unknown,Aluminum,Dolby Vision,3,2,TRUE,none_generic,96,85.69,86.16,89.16,80.5,77.95,100,86.23
Xiaomi 15S Pro,2025,Mid-Range,Xring O1,512,16,UFS 4.1,6.73,521,LTPO AMOLED,120,1280,6100,90,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,IP68,TRUE,TRUE,TRUE,32,4320,24,216,8.3,bar,5G,Android,15,Unknown,Unknown,Dolby Vision,3,2,TRUE,none_generic,86,86.44,90.38,87.04,61.32,89.09,96.29,86.22
Xiaomi Redmi K90 Pro Max,2025,Flagship,Snapdragon 8 Elite Gen 5,512,12,UFS 4.1,6.9,416,AMOLED,120,1400,7560,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.7,IP68,TRUE,TRUE,TRUE,32,4320,30,218,7.9,bar,5G,Android,16,"Eco-Leather, Plastic",Aluminum,Dolby Vision,3,2,TRUE,ultra_premium,97,88.75,85.43,76.28,79.27,92.73,98,86.17
Honor Magic7 Pro,2024,Flagship,Snapdragon 8 Elite (Gen 4),256,12,UFS 4.0,6.8,453,LTPO OLED,120,1600,5850,100,TRUE,50,TRUE,FALSE,FALSE,FALSE,1.4,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,223,8.8,bar,5G,Android,15,Glass,Unknown,Dolby Vision,3,2,TRUE,ultra_premium,91,82.57,89.46,86.97,72.3,90.48,94.29,86.16
Honor Magic8,2025,Flagship,Snapdragon 8 Elite Gen 5,256,12,UFS 4.0,6.58,461,LTPO OLED,120,1800,7000,90,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.9,IP68/IP69,TRUE,TRUE,TRUE,50,2160,60,205,8,bar,5G,Android,16,Unknown,Unknown,Dolby Vision,3,2,TRUE,standard_branded,97,86.17,84.21,89.16,67.59,89.09,98,86.14
Xiaomi 15,2024,Flagship,Snapdragon 8 Elite (Gen 4),512,16,UFS 4.0,6.36,460,LTPO AMOLED,120,1280,5240,90,TRUE,50,TRUE,FALSE,TRUE,FALSE,1.6,IP68,TRUE,TRUE,TRUE,32,4320,30,189,8.1,bar,5G,Android,15,Unknown,Aluminum,Dolby Vision,3,2,TRUE,premium_branded,91,89.44,90.08,84.64,76.89,77.69,94.29,86.08
